epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,217.807,0.78779,0.52255,0.00156,0.97793,0.76399,0.93873,0.77755,0.73811,0.49575,0.00196,0.0001685,0.0001685,0.0001685
187,218.9,0.71469,0.52726,0.00139,0.97793,0.76399,0.93873,0.77755,0.73811,0.49575,0.00196,0.0001586,0.0001586,0.0001586
188,219.982,0.90063,0.5975,0.00179,0.853,0.89655,0.9429,0.77271,0.74828,0.49646,0.00198,0.0001487,0.0001487,0.0001487
189,221.037,0.79096,0.49988,0.00147,0.853,0.89655,0.9429,0.77271,0.74828,0.49646,0.00198,0.0001388,0.0001388,0.0001388
190,222.185,0.78635,0.46881,0.00154,0.86591,0.87931,0.94349,0.77556,0.75364,0.49383,0.00199,0.0001289,0.0001289,0.0001289
191,232.721,0.72356,0.53679,0.00149,0.86591,0.87931,0.94349,0.77556,0.75364,0.49383,0.00199,0.000119,0.000119,0.000119
192,234.324,0.71057,0.52358,0.00133,0.97809,0.76994,0.94076,0.76892,0.74986,0.50559,0.00194,0.0001091,0.0001091,0.0001091
193,235.348,0.761,0.5156,0.00132,0.97809,0.76994,0.94076,0.76892,0.74986,0.50559,0.00194,9.92e-05,9.92e-05,9.92e-05
194,236.434,0.63931,0.49127,0.00138,0.84774,0.86402,0.94191,0.76517,0.75818,0.50955,0.00194,8.93e-05,8.93e-05,8.93e-05
195,237.525,0.73447,0.50583,0.00154,0.84774,0.86402,0.94191,0.76517,0.75818,0.50955,0.00194,7.94e-05,7.94e-05,7.94e-05
196,238.611,0.64803,0.5951,0.0014,0.89838,0.82759,0.93758,0.76134,0.759,0.51257,0.00194,6.95e-05,6.95e-05,6.95e-05
197,239.674,0.73166,0.55155,0.00154,0.89838,0.82759,0.93758,0.76134,0.759,0.51257,0.00194,5.96e-05,5.96e-05,5.96e-05
198,240.826,0.70008,0.52399,0.00127,0.91605,0.82759,0.93705,0.76095,0.77396,0.50059,0.00194,4.97e-05,4.97e-05,4.97e-05
199,241.839,0.66656,0.44376,0.00128,0.91605,0.82759,0.93705,0.76095,0.77396,0.50059,0.00194,3.98e-05,3.98e-05,3.98e-05
200,242.908,0.619,0.47247,0.00134,0.89772,0.84483,0.93766,0.7604,0.77637,0.50329,0.00193,2.99e-05,2.99e-05,2.99e-05
